country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,South Australia,,AU-SA,,2020-08-09,-5,3,-5,-34,-13,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-09,-14,-8,-37,-53,-15,4
AU,Australia,Victoria,,AU-VIC,,2020-08-09,-63,-32,-52,-76,-38,19
AU,Australia,Western Australia,,AU-WA,,2020-08-09,-9,-4,-49,-46,-13,7
AU,Australia,,,,,2020-08-09,-26,-11,-22,-51,-20,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-10,-18,-7,-6,-37,-13,8
AU,Australia,New South Wales,,AU-NSW,,2020-08-10,-22,-8,-42,-48,-20,11
AU,Australia,Northern Territory,,AU-NT,,2020-08-10,22,18,69,-16,13,0
AU,Australia,Queensland,,AU-QLD,,2020-08-10,-6,-1,-1,-37,-13,6
AU,Australia,South Australia,,AU-SA,,2020-08-10,-8,9,-14,-19,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-10,-21,-7,-54,-42,-1,4
AU,Australia,Victoria,,AU-VIC,,2020-08-10,-55,-26,-24,-76,-49,22
AU,Australia,Western Australia,,AU-WA,,2020-08-10,-4,3,-34,-28,-3,5
AU,Australia,,,,,2020-08-10,-23,-9,-27,-49,-22,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-11,-18,-10,-11,-39,-14,9
AU,Australia,New South Wales,,AU-NSW,,2020-08-11,-20,-6,-25,-43,-19,10
AU,Australia,Northern Territory,,AU-NT,,2020-08-11,18,12,74,-15,9,0
AU,Australia,Queensland,,AU-QLD,,2020-08-11,-6,1,13,-34,-9,4
AU,Australia,South Australia,,AU-SA,,2020-08-11,-13,-3,-41,-25,-7,6
AU,Australia,Tasmania,,AU-TAS,,2020-08-11,-21,-9,-49,-40,-4,5
AU,Australia,Victoria,,AU-VIC,,2020-08-11,-56,-26,-45,-77,-50,25
AU,Australia,Western Australia,,AU-WA,,2020-08-11,-3,2,-21,-26,-1,3
AU,Australia,,,,,2020-08-11,-24,-9,-24,-47,-22,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-12,-17,-6,-19,-39,-14,10
AU,Australia,New South Wales,,AU-NSW,,2020-08-12,-20,-7,-19,-42,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-08-12,17,24,75,-18,11,0
AU,Australia,Queensland,,AU-QLD,,2020-08-12,-7,-1,13,-33,-11,5
AU,Australia,South Australia,,AU-SA,,2020-08-12,-10,0,-25,-24,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-12,-19,-12,-54,-43,-2,5
AU,Australia,Victoria,,AU-VIC,,2020-08-12,-55,-23,-46,-77,-49,25
AU,Australia,Western Australia,,AU-WA,,2020-08-12,-2,0,-16,-26,-1,4
AU,Australia,,,,,2020-08-12,-22,-9,-19,-47,-22,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-13,-12,-5,9,-34,-15,8
AU,Australia,New South Wales,,AU-NSW,,2020-08-13,-17,-6,2,-40,-17,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-13,18,19,81,-18,8,1
AU,Australia,Queensland,,AU-QLD,,2020-08-13,-3,2,23,-33,-12,3
AU,Australia,South Australia,,AU-SA,,2020-08-13,-7,0,-18,-21,-7,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-13,-18,-11,-47,-41,0,6
AU,Australia,Victoria,,AU-VIC,,2020-08-13,-56,-23,-40,-76,-50,25
AU,Australia,Western Australia,,AU-WA,,2020-08-13,-2,-2,-14,-24,-2,3
AU,Australia,,,,,2020-08-13,-22,-8,-5,-45,-22,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-14,-9,-6,4,-33,-12,10
AU,Australia,New South Wales,,AU-NSW,,2020-08-14,-18,-4,-24,-41,-16,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-14,22,33,84,-21,11,-1
AU,Australia,Queensland,,AU-QLD,,2020-08-14,-6,-1,47,-46,-41,9
AU,Australia,South Australia,,AU-SA,,2020-08-14,-5,2,-19,-20,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-14,-17,-8,-53,-44,-2,5
AU,Australia,Victoria,,AU-VIC,,2020-08-14,-53,-19,-55,-76,-49,26
AU,Australia,Western Australia,,AU-WA,,2020-08-14,1,3,-20,-27,-2,3
AU,Australia,,,,,2020-08-14,-21,-4,-15,-47,-27,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-15,-2,-2,-1,-29,-2,5
AU,Australia,New South Wales,,AU-NSW,,2020-08-15,-15,-1,-2,-31,-8,5
AU,Australia,Northern Territory,,AU-NT,,2020-08-15,21,27,97,-22,-4,-1
AU,Australia,Queensland,,AU-QLD,,2020-08-15,-4,1,4,-36,-13,4
AU,Australia,South Australia,,AU-SA,,2020-08-15,-1,5,-12,-21,-10,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-15,-12,-14,-56,-52,-13,6
AU,Australia,Victoria,,AU-VIC,,2020-08-15,-57,-20,-41,-71,-34,21
AU,Australia,Western Australia,,AU-WA,,2020-08-15,6,3,-13,-27,-8,3
AU,Australia,,,,,2020-08-15,-20,-5,-9,-42,-16,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-16,-5,-2,46,-36,-10,4
AU,Australia,New South Wales,,AU-NSW,,2020-08-16,-15,-4,18,-38,-12,5
AU,Australia,Northern Territory,,AU-NT,,2020-08-16,22,29,79,-34,-1,-1
AU,Australia,Queensland,,AU-QLD,,2020-08-16,-2,1,31,-35,-13,1
AU,Australia,South Australia,,AU-SA,,2020-08-16,-5,2,1,-32,-13,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-16,-22,-14,-61,-61,-17,6
AU,Australia,Victoria,,AU-VIC,,2020-08-16,-61,-30,-58,-76,-39,18
AU,Australia,Western Australia,,AU-WA,,2020-08-16,0,0,-38,-41,-12,5
AU,Australia,,,,,2020-08-16,-23,-9,-5,-46,-19,7
AU,Australia,New South Wales,,AU-NSW,,2020-08-17,-18,-7,-11,-43,-17,9
AU,Australia,Queensland,,AU-QLD,,2020-08-17,-6,0,2,-36,-7,4
AU,Australia,South Australia,,AU-SA,,2020-08-17,-11,5,-35,-23,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-17,-22,-12,-57,-43,0,4
AU,Australia,Victoria,,AU-VIC,,2020-08-17,-54,-24,-30,-77,-49,22
AU,Australia,Western Australia,,AU-WA,,2020-08-17,-5,-1,-31,-29,-2,4
AU,Australia,,,,,2020-08-17,-22,-9,-18,-48,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-17,-17,-7,,-35,-13,8
AU,Australia,Northern Territory,,AU-NT,,2020-08-17,,,,,13,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-18,-20,-8,-16,-43,-18,9
AU,Australia,Queensland,,AU-QLD,,2020-08-18,-8,-2,12,-34,-7,4
AU,Australia,South Australia,,AU-SA,,2020-08-18,-11,-3,-35,-23,-4,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-18,-21,-13,-56,-42,-1,5
AU,Australia,Victoria,,AU-VIC,,2020-08-18,-55,-24,-45,-77,-49,24
AU,Australia,Western Australia,,AU-WA,,2020-08-18,-5,-1,-26,-27,0,3
AU,Australia,,,,,2020-08-18,-24,-10,-22,-47,-20,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-18,-17,-11,,-40,-11,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-18,,,,,9,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-19,-20,-7,-17,-42,-18,10
AU,Australia,Queensland,,AU-QLD,,2020-08-19,-8,-2,10,-34,-9,5
AU,Australia,South Australia,,AU-SA,,2020-08-19,-11,-2,-32,-26,-5,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-19,-18,-14,-49,-39,1,5
AU,Australia,Victoria,,AU-VIC,,2020-08-19,-56,-25,-63,-78,-49,25
AU,Australia,Western Australia,,AU-WA,,2020-08-19,-3,0,-10,-25,0,3
AU,Australia,,,,,2020-08-19,-23,-10,-22,-47,-21,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-19,-19,-10,,-42,-14,11
AU,Australia,Northern Territory,,AU-NT,,2020-08-19,,,,,11,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-20,-17,-6,-11,-41,-17,10
AU,Australia,Queensland,,AU-QLD,,2020-08-20,-9,-3,10,-35,-10,4
AU,Australia,South Australia,,AU-SA,,2020-08-20,-8,-2,-30,-23,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-20,-18,-12,-46,-42,1,5
AU,Australia,Victoria,,AU-VIC,,2020-08-20,-56,-23,-49,-77,-49,25
AU,Australia,Western Australia,,AU-WA,,2020-08-20,-2,-3,-8,-24,-1,3
AU,Australia,,,,,2020-08-20,-23,-9,-15,-47,-21,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-20,-12,-3,,-38,-17,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-20,,,,,8,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-21,-16,-2,-16,-38,-15,8
AU,Australia,Queensland,,AU-QLD,,2020-08-21,-5,-1,9,-33,-6,3
AU,Australia,South Australia,,AU-SA,,2020-08-21,-8,-1,-38,-23,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-21,-18,-11,-53,-46,0,6
AU,Australia,Victoria,,AU-VIC,,2020-08-21,-52,-17,-52,-76,-48,26
AU,Australia,Western Australia,,AU-WA,,2020-08-21,1,1,-11,-26,-2,2
AU,Australia,,,,,2020-08-21,-20,-4,-20,-44,-19,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-21,-14,-4,,-37,-11,11
AU,Australia,Northern Territory,,AU-NT,,2020-08-21,,,,,10,-1
AU,Australia,New South Wales,,AU-NSW,,2020-08-22,-15,-4,-8,-31,-8,5
AU,Australia,Queensland,,AU-QLD,,2020-08-22,-4,1,9,-33,-8,4
AU,Australia,South Australia,,AU-SA,,2020-08-22,-3,0,-31,-23,-11,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-22,-11,-14,-48,-50,-13,5
AU,Australia,Victoria,,AU-VIC,,2020-08-22,-62,-28,-78,-77,-37,23
AU,Australia,Western Australia,,AU-WA,,2020-08-22,5,2,-2,-25,-5,2
AU,Australia,,,,,2020-08-22,-22,-9,-18,-43,-15,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-22,-7,1,,-31,-2,5
AU,Australia,Northern Territory,,AU-NT,,2020-08-22,,,,,,-2
AU,Australia,New South Wales,,AU-NSW,,2020-08-23,-15,-5,2,-40,-12,5
AU,Australia,Queensland,,AU-QLD,,2020-08-23,-4,0,10,-39,-12,3
AU,Australia,South Australia,,AU-SA,,2020-08-23,-3,0,-4,-32,-13,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-23,-19,-11,-54,-59,-16,5
AU,Australia,Victoria,,AU-VIC,,2020-08-23,-62,-29,-66,-77,-38,19
AU,Australia,Western Australia,,AU-WA,,2020-08-23,5,1,-1,-30,-8,2
AU,Australia,,,,,2020-08-23,-22,-9,-11,-46,-18,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-23,-7,2,,,,4
AU,Australia,Northern Territory,,AU-NT,,2020-08-23,,,,,,-1
AU,Australia,New South Wales,,AU-NSW,,2020-08-24,-18,-6,-12,-42,-16,9
AU,Australia,Queensland,,AU-QLD,,2020-08-24,-9,-3,-3,-37,-6,5
AU,Australia,South Australia,,AU-SA,,2020-08-24,-9,5,-22,-22,-2,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-24,-22,-11,-58,-43,1,4
AU,Australia,Victoria,,AU-VIC,,2020-08-24,-54,-24,-37,-76,-48,22
AU,Australia,Western Australia,,AU-WA,,2020-08-24,-4,1,-13,-27,-1,3
AU,Australia,,,,,2020-08-24,-22,-9,-17,-48,-19,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-24,-18,-2,,-35,-11,8
AU,Australia,Northern Territory,,AU-NT,,2020-08-24,,,,,14,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-25,-19,-7,-16,-42,-18,9
AU,Australia,Queensland,,AU-QLD,,2020-08-25,-10,-3,9,-37,-9,5
AU,Australia,South Australia,,AU-SA,,2020-08-25,-8,-2,-13,-20,-5,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-25,-21,-11,-49,-42,0,5
AU,Australia,Victoria,,AU-VIC,,2020-08-25,-54,-23,-46,-77,-49,24
AU,Australia,Western Australia,,AU-WA,,2020-08-25,-3,0,-7,-24,0,2
AU,Australia,,,,,2020-08-25,-23,-9,-18,-47,-21,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-25,-17,-5,,-38,-11,8
AU,Australia,Northern Territory,,AU-NT,,2020-08-25,,,,,9,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-26,-18,-6,-7,-40,-16,9
AU,Australia,Queensland,,AU-QLD,,2020-08-26,-9,-4,4,-35,-9,5
AU,Australia,South Australia,,AU-SA,,2020-08-26,-7,-1,-2,-19,-3,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-26,-17,-12,-47,-39,2,4
AU,Australia,Victoria,,AU-VIC,,2020-08-26,-52,-20,-35,-76,-47,24
AU,Australia,Western Australia,,AU-WA,,2020-08-26,-3,-1,-8,-24,1,3
AU,Australia,,,,,2020-08-26,-21,-8,-11,-45,-19,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-26,-15,0,,-37,-11,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-26,,,,,14,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-27,-15,-6,3,-38,-15,9
AU,Australia,Queensland,,AU-QLD,,2020-08-27,-9,-1,11,-36,-10,4
AU,Australia,South Australia,,AU-SA,,2020-08-27,-4,2,-4,-16,-5,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-27,-18,-13,-50,-43,2,5
AU,Australia,Victoria,,AU-VIC,,2020-08-27,-55,-23,-41,-76,-48,24
AU,Australia,Western Australia,,AU-WA,,2020-08-27,-2,-3,0,-23,0,3
AU,Australia,,,,,2020-08-27,-22,-8,-5,-45,-20,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-27,-13,-2,,-33,-11,8
AU,Australia,Northern Territory,,AU-NT,,2020-08-27,,,,,11,0
AU,Australia,New South Wales,,AU-NSW,,2020-08-28,-14,-2,-6,-36,-14,7
AU,Australia,Queensland,,AU-QLD,,2020-08-28,-7,1,9,-34,-6,4
AU,Australia,South Australia,,AU-SA,,2020-08-28,-3,4,-2,-16,-2,2
AU,Australia,Tasmania,,AU-TAS,,2020-08-28,-15,-9,-44,-41,3,4
AU,Australia,Victoria,,AU-VIC,,2020-08-28,-49,-11,-29,-73,-46,24
AU,Australia,Western Australia,,AU-WA,,2020-08-28,-1,1,-13,-26,0,2
AU,Australia,,,,,2020-08-28,-18,-1,-9,-42,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-28,-8,-2,,-30,-8,8
AU,Australia,Northern Territory,,AU-NT,,2020-08-28,,,,,13,-1
AU,Australia,New South Wales,,AU-NSW,,2020-08-29,-12,-2,20,-26,-7,3
AU,Australia,Queensland,,AU-QLD,,2020-08-29,-4,2,14,-33,-9,3
AU,Australia,South Australia,,AU-SA,,2020-08-29,0,1,20,-15,-10,2
AU,Australia,Tasmania,,AU-TAS,,2020-08-29,-9,-15,-32,-45,-13,3
AU,Australia,Victoria,,AU-VIC,,2020-08-29,-54,-17,-26,-68,-31,19
AU,Australia,Western Australia,,AU-WA,,2020-08-29,6,3,2,-24,-6,2
AU,Australia,,,,,2020-08-29,-18,-5,10,-37,-13,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-29,-1,-1,,-19,2,2
AU,Australia,Northern Territory,,AU-NT,,2020-08-29,,,,,,-1
AU,Australia,New South Wales,,AU-NSW,,2020-08-30,-12,-5,42,-32,-11,3
AU,Australia,Queensland,,AU-QLD,,2020-08-30,-5,1,10,-39,-12,3
AU,Australia,South Australia,,AU-SA,,2020-08-30,-6,4,-21,-36,-13,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-30,-19,-12,-52,,-14,5
AU,Australia,Victoria,,AU-VIC,,2020-08-30,-59,-27,-56,-75,-37,18
AU,Australia,Western Australia,,AU-WA,,2020-08-30,5,1,14,-35,-7,1
AU,Australia,,,,,2020-08-30,-21,-9,6,-43,-18,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-30,-4,1,,,,2
AU,Australia,Northern Territory,,AU-NT,,2020-08-30,,,,,,-1
AU,Australia,New South Wales,,AU-NSW,,2020-08-31,-17,-5,-13,-41,-16,8
AU,Australia,Queensland,,AU-QLD,,2020-08-31,-8,0,1,-37,-5,4
AU,Australia,South Australia,,AU-SA,,2020-08-31,-8,8,-18,-19,-1,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-31,-21,-11,-55,-42,2,4
AU,Australia,Victoria,,AU-VIC,,2020-08-31,-52,-22,-31,-76,-47,22
AU,Australia,Western Australia,,AU-WA,,2020-08-31,-4,1,-16,-27,0,3
AU,Australia,,,,,2020-08-31,-22,-7,-16,-47,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-31,-15,-2,,-32,-10,7
AU,Australia,Northern Territory,,AU-NT,,2020-08-31,,,,,16,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-01,-17,-5,-13,-40,-17,8
AU,Australia,Queensland,,AU-QLD,,2020-09-01,-9,0,10,-36,-8,4
AU,Australia,South Australia,,AU-SA,,2020-09-01,-7,0,-15,-17,-4,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-01,-20,-10,-46,-37,0,4
AU,Australia,Victoria,,AU-VIC,,2020-09-01,-51,-20,-33,-75,-48,23
AU,Australia,Western Australia,,AU-WA,,2020-09-01,-6,0,-30,-27,-1,4
AU,Australia,,,,,2020-09-01,-22,-7,-17,-45,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-01,-13,-4,,-35,-9,8
AU,Australia,Northern Territory,,AU-NT,,2020-09-01,,,,,10,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-02,-17,-5,-5,-39,-16,8
AU,Australia,Queensland,,AU-QLD,,2020-09-02,-9,-2,7,-34,-9,5
AU,Australia,South Australia,,AU-SA,,2020-09-02,-7,2,-5,-19,-4,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-02,-18,-13,-47,-37,2,4
AU,Australia,Victoria,,AU-VIC,,2020-09-02,-52,-19,-40,-75,-47,23
AU,Australia,Western Australia,,AU-WA,,2020-09-02,-4,0,-22,-27,1,3
AU,Australia,,,,,2020-09-02,-21,-7,-13,-45,-19,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-02,-13,0,,-33,-11,8
AU,Australia,Northern Territory,,AU-NT,,2020-09-02,,,,,15,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-03,-13,-4,12,-37,-15,8
AU,Australia,Queensland,,AU-QLD,,2020-09-03,-8,-2,12,-36,-10,3
AU,Australia,South Australia,,AU-SA,,2020-09-03,-4,3,-16,-17,-5,4
AU,Australia,Tasmania,,AU-TAS,,2020-09-03,-17,-10,-45,-41,1,5
AU,Australia,Victoria,,AU-VIC,,2020-09-03,-53,-20,-40,-76,-47,24
AU,Australia,Western Australia,,AU-WA,,2020-09-03,-2,-2,-12,-23,0,3
AU,Australia,,,,,2020-09-03,-21,-7,-4,-44,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-03,-10,-1,,-32,-10,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-03,,,,,11,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-04,-15,-2,-25,-38,-14,7
AU,Australia,Queensland,,AU-QLD,,2020-09-04,-4,1,17,-34,-14,4
AU,Australia,South Australia,,AU-SA,,2020-09-04,-2,5,-15,-15,-5,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-04,-14,-8,-45,-41,0,4
AU,Australia,Victoria,,AU-VIC,,2020-09-04,-48,-12,-37,-74,-46,24
AU,Australia,Western Australia,,AU-WA,,2020-09-04,2,3,-9,-25,0,2
AU,Australia,,,,,2020-09-04,-18,-1,-15,-43,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-04,-5,0,,-27,-7,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-04,,,,,13,-2
AU,Australia,New South Wales,,AU-NSW,,2020-09-05,-8,5,16,-26,-6,2
AU,Australia,Queensland,,AU-QLD,,2020-09-05,-1,6,20,-32,-8,2
AU,Australia,South Australia,,AU-SA,,2020-09-05,1,9,-3,-21,-8,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-05,-6,-8,-36,-43,-11,3
AU,Australia,Victoria,,AU-VIC,,2020-09-05,-51,-11,-35,-69,-30,19
AU,Australia,Western Australia,,AU-WA,,2020-09-05,8,7,3,-25,-6,1
AU,Australia,,,,,2020-09-05,-15,1,7,-37,-13,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-05,3,4,,-19,1,1
AU,Australia,Northern Territory,,AU-NT,,2020-09-05,,,,,,-1
AU,Australia,New South Wales,,AU-NSW,,2020-09-06,-11,-5,22,-34,-9,2
AU,Australia,Queensland,,AU-QLD,,2020-09-06,-1,-1,10,-40,-12,1
AU,Australia,South Australia,,AU-SA,,2020-09-06,1,-1,27,-29,-12,-1
AU,Australia,Tasmania,,AU-TAS,,2020-09-06,-12,-10,-37,,-11,2
AU,Australia,Victoria,,AU-VIC,,2020-09-06,-54,-25,-26,-71,-34,16
AU,Australia,Western Australia,,AU-WA,,2020-09-06,1,-5,-32,-41,-9,3
AU,Australia,,,,,2020-09-06,-18,-9,5,-43,-17,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-06,1,1,,,,0
AU,Australia,Northern Territory,,AU-NT,,2020-09-06,,,,,,-1
AU,Australia,New South Wales,,AU-NSW,,2020-09-07,-16,-6,-6,-40,-16,8
AU,Australia,Queensland,,AU-QLD,,2020-09-07,-9,-3,-11,-38,-6,4
AU,Australia,South Australia,,AU-SA,,2020-09-07,-5,8,-6,-18,-6,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-07,-22,-11,-51,-39,0,3
AU,Australia,Victoria,,AU-VIC,,2020-09-07,-51,-22,-14,-74,-46,21
AU,Australia,Western Australia,,AU-WA,,2020-09-07,-5,0,-25,-28,-1,3
AU,Australia,,,,,2020-09-07,-21,-8,-13,-46,-19,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-07,-14,-1,,-29,-10,6
AU,Australia,Northern Territory,,AU-NT,,2020-09-07,,,,,15,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-08,-17,-6,-8,-39,-17,8
AU,Australia,Queensland,,AU-QLD,,2020-09-08,-9,-1,6,-36,-9,4
AU,Australia,South Australia,,AU-SA,,2020-09-08,-8,0,-23,-16,-6,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-08,-22,-11,-52,-40,0,4
AU,Australia,Victoria,,AU-VIC,,2020-09-08,-53,-23,-51,-77,-48,23
AU,Australia,Western Australia,,AU-WA,,2020-09-08,-3,-1,-9,-23,-1,2
AU,Australia,,,,,2020-09-08,-22,-8,-18,-45,-20,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-08,-14,-6,,-33,-9,7
AU,Australia,Northern Territory,,AU-NT,,2020-09-08,,,,,10,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-09,-20,-8,-40,-44,-17,10
AU,Australia,Queensland,,AU-QLD,,2020-09-09,-9,-4,6,-34,-9,4
AU,Australia,South Australia,,AU-SA,,2020-09-09,-6,1,-5,-18,-4,3
AU,Australia,Tasmania,,AU-TAS,,2020-09-09,-18,-13,-41,-34,1,3
AU,Australia,Victoria,,AU-VIC,,2020-09-09,-50,-18,-32,-74,-46,22
AU,Australia,Western Australia,,AU-WA,,2020-09-09,-4,-2,-14,-25,1,2
AU,Australia,,,,,2020-09-09,-21,-9,-22,-46,-19,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-09,-15,-3,,-35,-11,9
AU,Australia,Northern Territory,,AU-NT,,2020-09-09,,,,,14,0
AU,Australia,New South Wales,,AU-NSW,,2020-09-10,-14,-4,-4,-37,-15,8
AU,Australia,Queensland,,AU-QLD,,2020-09-10,-10,-4,2,-36,-10,3
AU,Australia,South Australia,,AU-SA,,2020-09-10,-4,3,3,-13,-5,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-10,-16,-12,-29,-34,0,1
AU,Australia,Victoria,,AU-VIC,,2020-09-10,-51,-19,-17,-74,-46,22
AU,Australia,Western Australia,,AU-WA,,2020-09-10,-3,-2,-9,-22,-1,2
AU,Australia,,,,,2020-09-10,-21,-7,-3,-43,-20,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-10,-10,-2,,-28,-9,6
AU,Australia,Northern Territory,,AU-NT,,2020-09-10,,,,,11,-1
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-11,-6,-1,37,-24,-7,7
AU,Australia,New South Wales,,AU-NSW,,2020-09-11,-13,-1,-3,-34,-13,5
AU,Australia,Northern Territory,,AU-NT,,2020-09-11,23,31,70,-24,14,-3
AU,Australia,Queensland,,AU-QLD,,2020-09-11,-6,0,1,-34,-7,2
AU,Australia,South Australia,,AU-SA,,2020-09-11,-4,4,1,-12,-4,0
AU,Australia,Tasmania,,AU-TAS,,2020-09-11,-15,-10,-38,-35,4,1
AU,Australia,Victoria,,AU-VIC,,2020-09-11,-48,-12,-32,-72,-45,22
AU,Australia,Western Australia,,AU-WA,,2020-09-11,1,2,-3,-24,0,0
AU,Australia,,,,,2020-09-11,-18,-2,-8,-41,-18,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-12,1,-1,95,-17,3,1
AU,Australia,New South Wales,,AU-NSW,,2020-09-12,-9,-1,25,-23,-6,1
AU,Australia,Northern Territory,,AU-NT,,2020-09-12,21,23,91,-29,1,-3
AU,Australia,Queensland,,AU-QLD,,2020-09-12,-1,2,17,-31,-8,1
AU,Australia,South Australia,,AU-SA,,2020-09-12,-2,3,-16,-18,-10,2
AU,Australia,Tasmania,,AU-TAS,,2020-09-12,-9,-13,-37,-38,-11,1
AU,Australia,Victoria,,AU-VIC,,2020-09-12,-56,-19,-64,-72,-32,20
AU,Australia,Western Australia,,AU-WA,,2020-09-12,5,3,8,-25,-7,0
AU,Australia,,,,,2020-09-12,-18,-5,2,-37,-13,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-13,-5,1,35,-30,-5,2
AU,Australia,New South Wales,,AU-NSW,,2020-09-13,-10,-3,22,-33,-9,2
AU,Australia,Northern Territory,,AU-NT,,2020-09-13,23,25,84,-36,4,-2
AU,Australia,Queensland,,AU-QLD,,2020-09-13,-2,2,19,-38,-12,1
AU,Australia,South Australia,,AU-SA,,2020-09-13,-1,5,16,-26,-13,0
AU,Australia,Tasmania,,AU-TAS,,2020-09-13,-15,-9,-39,-46,-13,1
AU,Australia,Victoria,,AU-VIC,,2020-09-13,-53,-22,-25,-70,-33,15
AU,Australia,Western Australia,,AU-WA,,2020-09-13,5,1,20,-34,-9,0
AU,Australia,,,,,2020-09-13,-18,-6,13,-41,-16,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-09-14,-12,0,14,-26,-4,6
